1,0.837022,0.706947,-0.563651,0.574897,0.697283,-0.444836,-0.414442,-0.507464,0.613925,0.414001,0.49503,0.539503,0.509078,0.473425,0.61838,0.412412,0.599159,0.502585,0.795227,0.748866,0.521091,0.456187,0.532815,-0.386184,0.385274,0.6475,0.328911,-0.2999,-0.421683,0.335889,0.61939,0.696512,0.751003,0.354478,0.672492,0.362606,0.328813,0.526451,0.691557,0.311791,-0.325799,0.790426,0.691324,0.778638,0.514299,0.557779,0.606038,-0.452966,-0.382122,0.622786,-0.250698,0.664948,0.546331,0.699301,0.729866,0.742903,0.67066,0.717692,0.629336,-0.386227,0.56509,0.666573,0.739729,0.680512,-0.414531,0.651115,0.520133,-0.435756,0.493261,-0.39735,0.404032,-0.335171,0.479456,0.364793,0.501898,0.495362,0.651462,-0.436891,0.373983,0.31882,0.62879,0.512767,0.411679,0.478662
0.837022,1,0.545142,-0.508884,0.50022,0.690738,-0.449422,0.517525,0.48628,0.516828,0.418518,0.564521,0.638935,0.684831,0.565883,0.703052,0.50624,0.616814,0.605162,0.726865,0.695648,0.546422,0.414311,0.681578,-0.506891,0.52426,0.70571,0.369673,0.429086,-0.401745,0.265657,0.541714,0.512715,0.828416,0.411746,0.646226,0.312871,0.283224,0.596692,0.760746,0.446609,0.549874,0.804816,0.819103,0.711267,0.442991,0.522649,0.657522,0.503571,0.316329,0.60888,0.423689,0.704961,0.64395,0.827634,0.821564,0.65947,0.846909,0.799705,0.680588,-0.286221,0.509578,0.67169,0.785605,0.618166,0.439029,0.704128,0.617577,-0.348121,0.557522,0.42024,0.427326,-0.386312,0.471265,0.524041,0.582377,0.443441,0.670676,0.382415,-0.339012,0.492835,0.73194,0.701973,0.415378,0.618421
0.706947,0.545142,1,0.735038,0.662409,0.498718,0.442034,0.467205,0.324469,0.544277,0.664697,0.526094,0.727333,-0.417176,0.392736,0.618078,0.694934,0.523451,-0.476149,0.63972,0.731437,0.473921,0.446442,0.549508,-0.417217,0.422856,0.609987,-0.251583,0.39192,-0.566839,-0.325465,0.436195,0.58937,0.575959,0.399506,0.526171,0.348071,0.357949,0.616083,0.463651,0.436761,0.212067,0.746552,0.605065,0.869299,0.712934,0.501355,0.449416,-0.536467,-0.313046,0.436984,0.394669,0.602803,-0.556142,0.544031,0.426224,0.456545,0.60102,0.75325,-0.240033,-0.416464,-0.443375,0.313968,0.491317,0.603317,-0.422214,-0.486842,0.582884,-0.347472,0.536163,-0.37946,0.48491,0.47967,-0.497116,-0.420959,-0.307801,0.439388,0.548568,0.411916,-0.344427,0.289955,0.502258,0.345356,0.511073,0.496288
-0.563651,-0.508884,0.735038,1,0.719696,-0.57936,0.404463,0.476776,0.545704,0.624216,0.695996,0.568479,0.696262,0.411199,0.487606,-0.528282,0.636365,-0.46986,0.481821,0.525999,0.785734,-0.331384,0.364894,0.574117,0.471803,-0.49229,0.60754,-0.481589,0.356491,-0.475941,0.326311,0.584057,0.647184,-0.488815,-0.454122,0.390529,-0.398284,-0.475072,0.662541,-0.525627,0.2862,-0.234589,0.575568,0.473073,0.651831,0.650648,0.42757,0.444547,-0.392898,-0.218644,0.390833,-0.425371,0.570228,-0.45467,0.420734,-0.517878,-0.54795,-0.5587,0.542035,0.423548,-0.282415,-0.47826,-0.507993,0.464431,0.788473,0.477159,-0.478411,0.62611,0.457326,0.545149,-0.527771,0.451819,0.530296,-0.587911,-0.294299,0.507721,0.634768,0.672232,-0.280695,0.398149,0.286126,0.570769,0.42106,-0.322929,0.512946
0.574897,0.50022,0.662409,0.719696,1,0.518252,0.355512,-0.468101,0.34808,0.534967,0.664218,0.563036,0.549241,-0.338668,-0.440383,0.38489,0.536072,0.32872,0.491306,0.632603,0.790795,-0.502698,0.426071,0.547256,-0.38274,-0.456547,0.46623,0.475639,0.384776,-0.382259,0.314581,0.54159,0.619851,0.510146,0.338883,-0.408569,-0.389962,0.41687,0.655473,-0.461662,-0.485663,0.321582,0.573865,0.497569,0.659341,0.561697,-0.504367,0.374202,-0.251467,-0.476409,0.576997,-0.550504,0.523257,-0.39115,0.44104,0.437676,-0.587177,0.427534,0.527254,-0.541695,-0.293761,-0.200981,0.584352,0.491876,0.682468,0.390225,-0.36193,0.654435,-0.300241,0.462988,-0.357131,0.476699,0.401707,0.507599,-0.366724,0.473877,0.610331,0.704995,0.270116,-0.266377,0.355447,0.554959,0.402695,-0.385,0.448839
0.697283,0.690738,0.498718,-0.57936,0.518252,1,-0.554781,0.463501,0.714234,-0.451407,0.408738,0.430576,-0.464986,0.634746,0.701708,0.545947,-0.370929,0.535939,0.572657,0.64315,0.663728,0.564429,-0.580986,-0.552899,-0.356743,-0.379629,-0.47529,-0.433833,0.457227,-0.364525,-0.222168,0.386028,0.63933,0.573295,-0.39551,0.355735,0.445925,0.481662,0.53546,0.84817,0.384633,-0.457233,0.534475,0.587656,0.691159,0.482346,0.643046,0.597346,0.591452,-0.475258,0.505858,-0.469281,0.595867,0.67552,0.642543,0.752858,0.651776,0.654119,0.542351,0.444664,0.401088,0.304435,0.746754,0.65931,0.726595,-0.343292,0.677662,0.663449,0.465386,0.494697,-0.384134,0.493779,0.480644,-0.58176,-0.347684,0.712655,0.474301,0.617638,-0.466511,0.480168,0.525355,0.576698,0.519917,0.1929,0.435239
-0.444836,-0.449422,0.442034,0.404463,0.355512,-0.554781,1,-0.418206,0.591891,0.316659,0.221703,0.366964,0.394087,-0.526991,-0.433778,0.428944,-0.262514,-0.507707,-0.294919,0.411564,0.522701,-0.336377,0.33199,-0.457169,0.449763,-0.414092,-0.373115,0.477054,-0.461769,0.516413,-0.261033,0.43038,0.258546,0.476431,-0.484404,-0.304089,-0.508204,-0.293456,-0.50164,-0.463897,-0.354037,-0.485268,0.47372,-0.445127,0.529169,0.40288,0.299149,0.568604,0.552885,-0.363131,-0.421568,-0.375166,-0.597079,-0.501461,-0.378892,-0.557083,0.461997,0.369873,0.311046,-0.302325,-0.432907,-0.521369,-0.353394,0.40433,0.460349,0.472736,-0.477693,0.562548,-0.321426,0.300565,-0.392174,-0.553412,-0.314912,-0.432277,-0.597424,-0.46249,-0.3286,0.442701,-0.369928,-0.30822,0.363705,-0.466395,-0.440492,-0.44333,-0.496643
-0.414442,0.517525,0.467205,0.476776,-0.468101,0.463501,-0.418206,1,-0.552108,0.426513,0.512584,0.635838,0.670634,0.541039,-0.508749,0.611333,0.625109,0.579892,-0.392462,-0.489224,-0.493954,0.546579,0.5516,-0.423064,-0.376835,-0.360849,0.568764,0.39792,0.365101,-0.361469,0.400979,-0.41741,-0.517825,0.525767,-0.350145,0.59933,-0.386945,0.315943,-0.518486,-0.407874,-0.568084,0.434236,0.54109,0.512558,0.548272,0.421172,0.607932,0.506042,-0.453038,-0.427523,0.406778,-0.395663,0.408564,0.469528,0.556044,0.568124,-0.523828,0.591841,0.592911,-0.281006,0.402769,0.4179,-0.511896,0.627361,-0.436011,-0.535394,0.546097,-0.519966,0.402,-0.441469,0.506951,-0.379981,-0.612418,-0.418596,-0.527129,-0.396309,0.407627,0.498937,-0.464121,-0.362294,-0.503119,-0.332358,0.400066,-0.422882,-0.460797
-0.507464,0.48628,0.324469,0.545704,0.34808,0.714234,0.591891,-0.552108,1,0.436587,0.250322,0.409128,0.442353,0.598756,0.690476,-0.401942,-0.320599,-0.441036,0.495252,-0.538264,0.585265,0.5247,0.547914,0.668595,0.332539,0.27563,-0.592183,-0.266396,0.404973,0.431118,0.265394,-0.410259,0.602739,0.562056,0.684923,-0.364993,0.453011,0.267254,0.635261,0.746031,0.439262,0.303024,0.438211,-0.533695,0.523744,0.653837,0.372247,-0.663253,0.383018,0.403589,-0.360743,0.464173,0.566446,-0.615332,0.465623,0.667965,0.547876,-0.42069,0.355356,0.370025,0.326499,-0.3807,0.756044,0.647094,0.725151,0.376552,0.4134,0.615927,-0.335861,-0.497872,0.42367,-0.396129,-0.49307,0.682747,-0.438655,0.748159,0.52652,0.642843,-0.377665,0.504342,0.446967,0.498001,0.545995,-0.353666,0.541949
0.613925,0.516828,0.544277,0.624216,0.534967,-0.451407,0.316659,0.426513,0.436587,1,0.78227,0.514497,0.795015,0.68921,0.665082,0.386934,0.62803,0.443404,0.622409,0.515306,0.622901,0.586996,0.570221,0.621754,-0.472302,-0.330093,0.624572,-0.429924,0.310559,-0.361097,0.292997,0.629733,0.716031,0.595055,0.487094,0.604188,0.435042,0.568827,0.638079,0.514448,-0.444797,-0.372689,0.579218,0.665498,0.536352,0.396095,0.543988,0.404296,-0.534751,-0.273525,0.412436,0.436374,0.64932,-0.562751,0.616769,0.429534,-0.506959,-0.360705,0.661238,0.384628,-0.277733,0.431085,0.580806,0.689708,0.678278,0.594852,0.491103,0.459686,-0.45618,0.509787,0.601941,0.585866,0.358169,0.73231,0.546954,0.542017,0.659624,0.657201,-0.410969,0.377512,0.413596,0.65831,0.628841,0.323577,0.63927
